# M6 v11 canonical neutral chaoiton profile beta(r)
# ODE: beta'' + (2/r)beta' - (2/r^2)beta + lambda*beta + 4g*beta^3 = 0
"# g = 1.0, lambda = -0.26469686, m_J_raw = sqrt(-lambda) = 0.51448699"
"# eta = 0.42511430, H/Q_spherical = 2.11756090"
"# m_chi = 0.460004 MeV, m_J = 0.618427 MeV, C = 770.16 MeV*fm"
# natural length unit R_phys = hbar*c/m_e = 386.1593 fm
r_natural,r_fm,beta_natural,dbeta_dr_natural
20.86755218,8058.1987,4.4463426913e-06,-2.5185609881e-06
20.87435177,8060.8245,4.4292507187e-06,-2.5087972962e-06
20.88115137,8063.4502,4.4122250052e-06,-2.4990718104e-06
20.88795096,8066.0759,4.3952652901e-06,-2.4893843789e-06
20.89475055,8068.7016,4.3783713165e-06,-2.4797348518e-06
20.90155014,8071.3274,4.3615428281e-06,-2.4701230796e-06
20.90834974,8073.9531,4.3447795687e-06,-2.4605489131e-06
20.91514933,8076.5788,4.3280812823e-06,-2.4510122030e-06
20.92194892,8079.2045,4.3114477134e-06,-2.4415128002e-06
20.92874852,8081.8303,4.2948786099e-06,-2.4320505580e-06
20.93554811,8084.4560,4.2783737206e-06,-2.4226253299e-06
20.94234770,8087.0817,4.2619327945e-06,-2.4132369696e-06
20.94914730,8089.7074,4.2455555805e-06,-2.4038853307e-06
20.95594689,8092.3332,4.2292418280e-06,-2.3945702672e-06
20.96274648,8094.9589,4.2129912899e-06,-2.3852916352e-06
20.96954607,8097.5846,4.1968037201e-06,-2.3760492911e-06
20.97634567,8100.2103,4.1806788724e-06,-2.3668430916e-06
20.98314526,8102.8361,4.1646165005e-06,-2.3576728931e-06
20.98994485,8105.4618,4.1486163590e-06,-2.3485385527e-06
20.99674445,8108.0875,4.1326782055e-06,-2.3394399291e-06
21.00354404,8110.7133,4.1168017987e-06,-2.3303768817e-06
21.01034363,8113.3390,4.1009868972e-06,-2.3213492700e-06
21.01714323,8115.9647,4.0852332596e-06,-2.3123569533e-06
21.02394282,8118.5904,4.0695406453e-06,-2.3033997915e-06
21.03074241,8121.2162,4.0539088166e-06,-2.2944776460e-06
21.03754200,8123.8419,4.0383375370e-06,-2.2855903793e-06
21.04434160,8126.4676,4.0228265698e-06,-2.2767378533e-06
21.05114119,8129.0933,4.0073756784e-06,-2.2679199305e-06
21.05794078,8131.7191,3.9919846268e-06,-2.2591364732e-06
21.06474038,8134.3448,3.9766531821e-06,-2.2503873458e-06
21.07153997,8136.9705,3.9613811123e-06,-2.2416724133e-06
21.07833956,8139.5962,3.9461681854e-06,-2.2329915407e-06
21.08513916,8142.2220,3.9310141694e-06,-2.2243445928e-06
21.09193875,8144.8477,3.9159188331e-06,-2.2157314350e-06
21.09873834,8147.4734,3.9008819479e-06,-2.2071519342e-06
21.10553793,8150.0991,3.8859032865e-06,-2.1986059581e-06
21.11233753,8152.7249,3.8709826214e-06,-2.1900933744e-06
21.11913712,8155.3506,3.8561197253e-06,-2.1816140506e-06
21.12593671,8157.9763,3.8413143712e-06,-2.1731678547e-06
21.13273631,8160.6020,3.8265663353e-06,-2.1647546563e-06
21.13953590,8163.2278,3.8118753946e-06,-2.1563743258e-06
21.14633549,8165.8535,3.7972413261e-06,-2.1480267333e-06
21.15313509,8168.4792,3.7826639069e-06,-2.1397117491e-06
21.15993468,8171.1049,3.7681429145e-06,-2.1314292438e-06
21.16673427,8173.7307,3.7536781295e-06,-2.1231790896e-06
21.17353386,8176.3564,3.7392693332e-06,-2.1149611594e-06
21.18033346,8178.9821,3.7249163071e-06,-2.1067753259e-06
21.18713305,8181.6078,3.7106188325e-06,-2.0986214621e-06
21.19393264,8184.2336,3.6963766915e-06,-2.0904994409e-06
21.20073224,8186.8593,3.6821896686e-06,-2.0824091373e-06
21.20753183,8189.4850,3.6680575498e-06,-2.0743504265e-06
21.21433142,8192.1108,3.6539801205e-06,-2.0663231839e-06
21.22113102,8194.7365,3.6399571667e-06,-2.0583272848e-06
21.22793061,8197.3622,3.6259884743e-06,-2.0503626049e-06
21.23473020,8199.9879,3.6120738325e-06,-2.0424290215e-06
21.24152979,8202.6137,3.5982130311e-06,-2.0345264123e-06
21.24832939,8205.2394,3.5844058600e-06,-2.0266546552e-06
21.25512898,8207.8651,3.5706521091e-06,-2.0188136280e-06
21.26192857,8210.4908,3.5569515687e-06,-2.0110032089e-06
21.26872817,8213.1166,3.5433040321e-06,-2.0032232774e-06
21.27552776,8215.7423,3.5297092931e-06,-1.9954737138e-06
21.28232735,8218.3680,3.5161671458e-06,-1.9877543984e-06
21.28912695,8220.9937,3.5026773842e-06,-1.9800652114e-06
21.29592654,8223.6195,3.4892398028e-06,-1.9724060334e-06
21.30272613,8226.2452,3.4758541988e-06,-1.9647767463e-06
21.30952572,8228.8709,3.4625203700e-06,-1.9571772329e-06
21.31632532,8231.4966,3.4492381148e-06,-1.9496073757e-06
21.32312491,8234.1224,3.4360072309e-06,-1.9420670573e-06
21.32992450,8236.7481,3.4228275171e-06,-1.9345561606e-06
21.33672410,8239.3738,3.4096987743e-06,-1.9270745701e-06
21.34352369,8241.9995,3.3966208046e-06,-1.9196221706e-06
21.35032328,8244.6253,3.3835934099e-06,-1.9121988472e-06
21.35712288,8247.2510,3.3706163923e-06,-1.9048044846e-06
21.36392247,8249.8767,3.3576895542e-06,-1.8974389683e-06
21.37072206,8252.5024,3.3448127006e-06,-1.8901021847e-06
21.37752165,8255.1282,3.3319856373e-06,-1.8827940212e-06
21.38432125,8257.7539,3.3192081703e-06,-1.8755143649e-06
21.39112084,8260.3796,3.3064801054e-06,-1.8682631031e-06
21.39792043,8263.0054,3.2938012489e-06,-1.8610401233e-06
21.40472003,8265.6311,3.2811714097e-06,-1.8538453144e-06
21.41151962,8268.2568,3.2685903973e-06,-1.8466785658e-06
21.41831921,8270.8825,3.2560580214e-06,-1.8395397669e-06
21.42511881,8273.5083,3.2435740918e-06,-1.8324288073e-06
21.43191840,8276.1340,3.2311384186e-06,-1.8253455767e-06
21.43871799,8278.7597,3.2187508141e-06,-1.8182899661e-06
21.44551759,8281.3854,3.2064110920e-06,-1.8112618671e-06
21.45231718,8284.0112,3.1941190654e-06,-1.8042611715e-06
21.45911677,8286.6369,3.1818745479e-06,-1.7972877709e-06
21.46591636,8289.2626,3.1696773533e-06,-1.7903415571e-06
21.47271596,8291.8883,3.1575272976e-06,-1.7834224234e-06
21.47951555,8294.5141,3.1454241981e-06,-1.7765302637e-06
21.48631514,8297.1398,3.1333678716e-06,-1.7696649716e-06
21.49311474,8299.7655,3.1213581354e-06,-1.7628264410e-06
21.49991433,8302.3912,3.1093948068e-06,-1.7560145658e-06
21.50671392,8305.0170,3.0974777055e-06,-1.7492292416e-06
21.51351352,8307.6427,3.0856066522e-06,-1.7424703640e-06
21.52031311,8310.2684,3.0737814676e-06,-1.7357378292e-06
21.52711270,8312.8941,3.0620019722e-06,-1.7290315328e-06
21.53391229,8315.5199,3.0502679871e-06,-1.7223513711e-06
21.54071189,8318.1456,3.0385793355e-06,-1.7156972414e-06
21.54751148,8320.7713,3.0269358416e-06,-1.7090690418e-06
21.55431107,8323.3970,3.0153373296e-06,-1.7024666701e-06
21.56111067,8326.0228,3.0037836234e-06,-1.6958900243e-06
21.56791026,8328.6485,2.9922745478e-06,-1.6893390026e-06
21.57470985,8331.2742,2.9808099293e-06,-1.6828135045e-06
21.58150945,8333.8999,2.9693895955e-06,-1.6763134298e-06
21.58830904,8336.5257,2.9580133741e-06,-1.6698386786e-06
21.59510863,8339.1514,2.9466810926e-06,-1.6633891508e-06
21.60190822,8341.7771,2.9353925789e-06,-1.6569647467e-06
21.60870782,8344.4029,2.9241476631e-06,-1.6505653675e-06
21.61550741,8347.0286,2.9129461762e-06,-1.6441909154e-06
21.62230700,8349.6543,2.9017879491e-06,-1.6378412922e-06
21.62910660,8352.2800,2.8906728128e-06,-1.6315163998e-06
21.63590619,8354.9058,2.8796005985e-06,-1.6252161405e-06
21.64270578,8357.5315,2.8685711396e-06,-1.6189404176e-06
21.64950538,8360.1572,2.8575842705e-06,-1.6126891350e-06
21.65630497,8362.7829,2.8466398253e-06,-1.6064621965e-06
21.66310456,8365.4087,2.8357376383e-06,-1.6002595061e-06
21.66990415,8368.0344,2.8248775441e-06,-1.5940809678e-06
21.67670375,8370.6601,2.8140593793e-06,-1.5879264869e-06
21.68350334,8373.2858,2.8032829814e-06,-1.5817959692e-06
21.69030293,8375.9116,2.7925481879e-06,-1.5756893205e-06
21.69710253,8378.5373,2.7818548363e-06,-1.5696064466e-06
21.70390212,8381.1630,2.7712027644e-06,-1.5635472534e-06
21.71070171,8383.7887,2.7605918120e-06,-1.5575116480e-06
21.71750131,8386.4145,2.7500218198e-06,-1.5514995382e-06
21.72430090,8389.0402,2.7394926284e-06,-1.5455108315e-06
21.73110049,8391.6659,2.7290040786e-06,-1.5395454357e-06
21.73790008,8394.2916,2.7185560113e-06,-1.5336032585e-06
21.74469968,8396.9174,2.7081482694e-06,-1.5276842088e-06
21.75149927,8399.5431,2.6977806967e-06,-1.5217881963e-06
21.75829886,8402.1688,2.6874531369e-06,-1.5159151303e-06
21.76509846,8404.7945,2.6771654339e-06,-1.5100649204e-06
21.77189805,8407.4203,2.6669174318e-06,-1.5042374761e-06
21.77869764,8410.0460,2.6567089765e-06,-1.4984327082e-06
21.78549724,8412.6717,2.6465399148e-06,-1.4926505280e-06
21.79229683,8415.2975,2.6364100936e-06,-1.4868908467e-06
21.79909642,8417.9232,2.6263193597e-06,-1.4811535756e-06
21.80589601,8420.5489,2.6162675602e-06,-1.4754386262e-06
21.81269561,8423.1746,2.6062545442e-06,-1.4697459109e-06
21.81949520,8425.8004,2.5962801613e-06,-1.4640753427e-06
21.82629479,8428.4261,2.5863442615e-06,-1.4584268347e-06
21.83309439,8431.0518,2.5764466946e-06,-1.4528002999e-06
21.83989398,8433.6775,2.5665873106e-06,-1.4471956514e-06
21.84669357,8436.3033,2.5567659615e-06,-1.4416128035e-06
21.85349317,8438.9290,2.5469825001e-06,-1.4360516709e-06
21.86029276,8441.5547,2.5372367790e-06,-1.4305121684e-06
21.86709235,8444.1804,2.5275286510e-06,-1.4249942106e-06
21.87389194,8446.8062,2.5178579692e-06,-1.4194977124e-06
21.88069154,8449.4319,2.5082245884e-06,-1.4140225898e-06
21.88749113,8452.0576,2.4986283641e-06,-1.4085687592e-06
21.89429072,8454.6833,2.4890691520e-06,-1.4031361369e-06
21.90109032,8457.3091,2.4795468077e-06,-1.3977246395e-06
21.90788991,8459.9348,2.4700611872e-06,-1.3923341834e-06
21.91468950,8462.5605,2.4606121479e-06,-1.3869646863e-06
21.92148910,8465.1862,2.4511995484e-06,-1.3816160661e-06
21.92828869,8467.8120,2.4418232472e-06,-1.3762882410e-06
21.93508828,8470.4377,2.4324831025e-06,-1.3709811290e-06
21.94188788,8473.0634,2.4231789732e-06,-1.3656946483e-06
21.94868747,8475.6891,2.4139107196e-06,-1.3604287182e-06
21.95548706,8478.3149,2.4046782030e-06,-1.3551832582e-06
21.96228665,8480.9406,2.3954812845e-06,-1.3499581880e-06
21.96908625,8483.5663,2.3863198253e-06,-1.3447534274e-06
21.97588584,8486.1921,2.3771936868e-06,-1.3395688962e-06
21.98268543,8488.8178,2.3681027323e-06,-1.3344045150e-06
21.98948503,8491.4435,2.3590468255e-06,-1.3292602053e-06
21.99628462,8494.0692,2.3500258304e-06,-1.3241358882e-06
22.00308421,8496.6950,2.3410396109e-06,-1.3190314850e-06
22.00988381,8499.3207,2.3320880312e-06,-1.3139469171e-06
22.01668340,8501.9464,2.3231709569e-06,-1.3088821069e-06
22.02348299,8504.5721,2.3142882547e-06,-1.3038369770e-06
22.03028258,8507.1979,2.3054397911e-06,-1.2988114505e-06
22.03708218,8509.8236,2.2966254327e-06,-1.2938054500e-06
22.04388177,8512.4493,2.2878450463e-06,-1.2888188985e-06
22.05068136,8515.0750,2.2790985002e-06,-1.2838517199e-06
22.05748096,8517.7008,2.2703856636e-06,-1.2789038385e-06
22.06428055,8520.3265,2.2617064056e-06,-1.2739751787e-06
22.07108014,8522.9522,2.2530605955e-06,-1.2690656647e-06
22.07787974,8525.5779,2.2444481026e-06,-1.2641752210e-06
22.08467933,8528.2037,2.2358687978e-06,-1.2593037730e-06
22.09147892,8530.8294,2.2273225529e-06,-1.2544512466e-06
22.09827851,8533.4551,2.2188092395e-06,-1.2496175674e-06
22.10507811,8536.0808,2.2103287293e-06,-1.2448026614e-06
22.11187770,8538.7066,2.2018808944e-06,-1.2400064545e-06
22.11867729,8541.3323,2.1934656080e-06,-1.2352288735e-06
22.12547689,8543.9580,2.1850827445e-06,-1.2304698457e-06
22.13227648,8546.5837,2.1767321780e-06,-1.2257292984e-06
22.13907607,8549.2095,2.1684137828e-06,-1.2210071588e-06
22.14587567,8551.8352,2.1601274332e-06,-1.2163033544e-06
22.15267526,8554.4609,2.1518730052e-06,-1.2116178135e-06
22.15947485,8557.0866,2.1436503754e-06,-1.2069504646e-06
22.16627444,8559.7124,2.1354594204e-06,-1.2023012367e-06
22.17307404,8562.3381,2.1273000170e-06,-1.1976700583e-06
22.17987363,8564.9638,2.1191720420e-06,-1.1930568582e-06
22.18667322,8567.5896,2.1110753737e-06,-1.1884615663e-06
22.19347282,8570.2153,2.1030098911e-06,-1.1838841125e-06
22.20027241,8572.8410,2.0949754733e-06,-1.1793244270e-06
22.20707200,8575.4667,2.0869719994e-06,-1.1747824400e-06
22.21387160,8578.0925,2.0789993487e-06,-1.1702580815e-06
22.22067119,8580.7182,2.0710574017e-06,-1.1657512828e-06
22.22747078,8583.3439,2.0631460399e-06,-1.1612619752e-06
22.23427037,8585.9696,2.0552651448e-06,-1.1567900904e-06
22.24106997,8588.5954,2.0474145977e-06,-1.1523355596e-06
22.24786956,8591.2211,2.0395942802e-06,-1.1478983147e-06
22.25466915,8593.8468,2.0318040753e-06,-1.1434782879e-06
22.26146875,8596.4725,2.0240438668e-06,-1.1390754121e-06
22.26826834,8599.0983,2.0163135384e-06,-1.1346896201e-06
22.27506793,8601.7240,2.0086129737e-06,-1.1303208449e-06
22.28186753,8604.3497,2.0009420568e-06,-1.1259690192e-06
22.28866712,8606.9754,1.9933006727e-06,-1.1216340769e-06
22.29546671,8609.6012,1.9856887076e-06,-1.1173159521e-06
22.30226630,8612.2269,1.9781060475e-06,-1.1130145790e-06
22.30906590,8614.8526,1.9705525782e-06,-1.1087298917e-06
22.31586549,8617.4783,1.9630281860e-06,-1.1044618245e-06
22.32266508,8620.1041,1.9555327583e-06,-1.1002103124e-06
22.32946468,8622.7298,1.9480661834e-06,-1.0959752909e-06
22.33626427,8625.3555,1.9406283494e-06,-1.0917566954e-06
22.34306386,8627.9812,1.9332191446e-06,-1.0875544614e-06
22.34986346,8630.6070,1.9258384573e-06,-1.0833685244e-06
22.35666305,8633.2327,1.9184861771e-06,-1.0791988207e-06
22.36346264,8635.8584,1.9111621946e-06,-1.0750452871e-06
22.37026223,8638.4842,1.9038664000e-06,-1.0709078603e-06
22.37706183,8641.1099,1.8965986837e-06,-1.0667864770e-06
22.38386142,8643.7356,1.8893589362e-06,-1.0626810739e-06
22.39066101,8646.3613,1.8821470494e-06,-1.0585915888e-06
22.39746061,8648.9871,1.8749629158e-06,-1.0545179594e-06
22.40426020,8651.6128,1.8678064279e-06,-1.0504601239e-06
22.41105979,8654.2385,1.8606774782e-06,-1.0464180201e-06
22.41785939,8656.8642,1.8535759593e-06,-1.0423915861e-06
22.42465898,8659.4900,1.8465017652e-06,-1.0383807607e-06
22.43145857,8662.1157,1.8394547904e-06,-1.0343854831e-06
22.43825817,8664.7414,1.8324349296e-06,-1.0304056924e-06
22.44505776,8667.3671,1.8254420774e-06,-1.0264413279e-06
22.45185735,8669.9929,1.8184761285e-06,-1.0224923288e-06
22.45865694,8672.6186,1.8115369788e-06,-1.0185586351e-06
22.46545654,8675.2443,1.8046245251e-06,-1.0146401871e-06
22.47225613,8677.8700,1.7977386639e-06,-1.0107369253e-06
22.47905572,8680.4958,1.7908792919e-06,-1.0068487900e-06
22.48585532,8683.1215,1.7840463060e-06,-1.0029757217e-06
22.49265491,8685.7472,1.7772396040e-06,-9.9911766149e-07
22.49945450,8688.3729,1.7704590847e-06,-9.9527455097e-07
22.50625410,8690.9987,1.7637046466e-06,-9.9144633168e-07
22.51305369,8693.6244,1.7569761886e-06,-9.8763294518e-07
22.51985328,8696.2501,1.7502736092e-06,-9.8383433309e-07
22.52665287,8698.8758,1.7435968086e-06,-9.8005043769e-07
22.53345247,8701.5016,1.7369456873e-06,-9.7628120170e-07
22.54025206,8704.1273,1.7303201460e-06,-9.7252656781e-07
22.54705165,8706.7530,1.7237200852e-06,-9.6878647872e-07
22.55385125,8709.3788,1.7171454058e-06,-9.6506087721e-07
22.56065084,8712.0045,1.7105960097e-06,-9.6134970669e-07
22.56745043,8714.6302,1.7040717993e-06,-9.5765291099e-07
22.57425003,8717.2559,1.6975726772e-06,-9.5397043393e-07
22.58104962,8719.8817,1.6910985461e-06,-9.5030221934e-07
22.58784921,8722.5074,1.6846493086e-06,-9.4664821112e-07
22.59464880,8725.1331,1.6782248685e-06,-9.4300835378e-07
22.60144840,8727.7588,1.6718251302e-06,-9.3938259226e-07
22.60824799,8730.3846,1.6654499982e-06,-9.3577087149e-07
22.61504758,8733.0103,1.6590993769e-06,-9.3217313638e-07
22.62184718,8735.6360,1.6527731709e-06,-9.2858933194e-07
22.62864677,8738.2617,1.6464712859e-06,-9.2501940378e-07
22.63544636,8740.8875,1.6401936282e-06,-9.2146329790e-07
22.64224596,8743.5132,1.6339401040e-06,-9.1792096030e-07
22.64904555,8746.1389,1.6277106198e-06,-9.1439233701e-07
22.65584514,8748.7646,1.6215050818e-06,-9.1087737409e-07
22.66264473,8751.3904,1.6153233976e-06,-9.0737601821e-07
22.66944433,8754.0161,1.6091654754e-06,-9.0388821643e-07
22.67624392,8756.6418,1.6030312231e-06,-9.0041391584e-07
22.68304351,8759.2675,1.5969205491e-06,-8.9695306349e-07
22.68984311,8761.8933,1.5908333615e-06,-8.9350560650e-07
22.69664270,8764.5190,1.5847695695e-06,-8.9007149260e-07
22.70344229,8767.1447,1.5787290831e-06,-8.8665066990e-07
22.71024189,8769.7704,1.5727118122e-06,-8.8324308648e-07
22.71704148,8772.3962,1.5667176667e-06,-8.7984869047e-07
22.72384107,8775.0219,1.5607465566e-06,-8.7646743002e-07
22.73064066,8777.6476,1.5547983930e-06,-8.7309925387e-07
22.73744026,8780.2733,1.5488730875e-06,-8.6974411114e-07
22.74423985,8782.8991,1.5429705517e-06,-8.6640195095e-07
22.75103944,8785.5248,1.5370906974e-06,-8.6307272242e-07
22.75783904,8788.1505,1.5312334362e-06,-8.5975637474e-07
22.76463863,8790.7763,1.5253986810e-06,-8.5645285764e-07
22.77143822,8793.4020,1.5195863451e-06,-8.5316212123e-07
22.77823782,8796.0277,1.5137963419e-06,-8.4988411565e-07
22.78503741,8798.6534,1.5080285847e-06,-8.4661879100e-07
22.79183700,8801.2792,1.5022829870e-06,-8.4336609746e-07
22.79863659,8803.9049,1.4965594633e-06,-8.4012598574e-07
22.80543619,8806.5306,1.4908579286e-06,-8.3689840695e-07
22.81223578,8809.1563,1.4851782980e-06,-8.3368331218e-07
22.81903537,8811.7821,1.4795204865e-06,-8.3048065253e-07
22.82583497,8814.4078,1.4738844093e-06,-8.2729037914e-07
22.83263456,8817.0335,1.4682699824e-06,-8.2411244370e-07
22.83943415,8819.6592,1.4626771226e-06,-8.2094679826e-07
22.84623375,8822.2850,1.4571057465e-06,-8.1779339487e-07
22.85303334,8824.9107,1.4515557709e-06,-8.1465218559e-07
22.85983293,8827.5364,1.4460271126e-06,-8.1152312251e-07
22.86663252,8830.1621,1.4405196892e-06,-8.0840615828e-07
22.87343212,8832.7879,1.4350334191e-06,-8.0530124586e-07
22.88023171,8835.4136,1.4295682206e-06,-8.0220833827e-07
22.88703130,8838.0393,1.4241240121e-06,-7.9912738850e-07
22.89383090,8840.6650,1.4187007118e-06,-7.9605834957e-07
22.90063049,8843.2908,1.4132982392e-06,-7.9300117505e-07
22.90743008,8845.9165,1.4079165141e-06,-7.8995581885e-07
22.91422968,8848.5422,1.4025554565e-06,-7.8692223487e-07
22.92102927,8851.1679,1.3972149862e-06,-7.8390037703e-07
22.92782886,8853.7937,1.3918950232e-06,-7.8089019929e-07
22.93462846,8856.4194,1.3865954884e-06,-7.7789165611e-07
22.94142805,8859.0451,1.3813163032e-06,-7.7490470229e-07
22.94822764,8861.6709,1.3760573891e-06,-7.7192929266e-07
22.95502723,8864.2966,1.3708186675e-06,-7.6896538203e-07
22.96182683,8866.9223,1.3656000601e-06,-7.6601292525e-07
22.96862642,8869.5480,1.3604014891e-06,-7.6307187768e-07
22.97542601,8872.1738,1.3552228775e-06,-7.6014219501e-07
22.98222561,8874.7995,1.3500641483e-06,-7.5722383293e-07
22.98902520,8877.4252,1.3449252246e-06,-7.5431674715e-07
22.99582479,8880.0509,1.3398060293e-06,-7.5142089342e-07
23.00262439,8882.6767,1.3347064864e-06,-7.4853622793e-07
23.00942398,8885.3024,1.3296265203e-06,-7.4566270726e-07
23.01622357,8887.9281,1.3245660554e-06,-7.4280028798e-07
23.02302316,8890.5538,1.3195250164e-06,-7.3994892664e-07
23.02982276,8893.1796,1.3145033276e-06,-7.3710857986e-07
23.03662235,8895.8053,1.3095009145e-06,-7.3427920471e-07
23.04342194,8898.4310,1.3045177029e-06,-7.3146075859e-07
23.05022154,8901.0567,1.2995536189e-06,-7.2865319892e-07
23.05702113,8903.6825,1.2946085884e-06,-7.2585648312e-07
23.06382072,8906.3082,1.2896825373e-06,-7.2307056864e-07
23.07062032,8908.9339,1.2847753925e-06,-7.2029541339e-07
23.07741991,8911.5596,1.2798870813e-06,-7.1753097561e-07
23.08421950,8914.1854,1.2750175312e-06,-7.1477721354e-07
23.09101909,8916.8111,1.2701666694e-06,-7.1203408545e-07
23.09781869,8919.4368,1.2653344234e-06,-7.0930154961e-07
23.10461828,8922.0625,1.2605207214e-06,-7.0657956474e-07
23.11141787,8924.6883,1.2557254922e-06,-7.0386808992e-07
23.11821747,8927.3140,1.2509486646e-06,-7.0116708419e-07
23.12501706,8929.9397,1.2461901674e-06,-6.9847650664e-07
23.13181665,8932.5655,1.2414499294e-06,-6.9579631635e-07
23.13861625,8935.1912,1.2367278801e-06,-6.9312647286e-07
23.14541584,8937.8169,1.2320239498e-06,-6.9046693602e-07
23.15221543,8940.4426,1.2273380686e-06,-6.8781766570e-07
23.15901502,8943.0684,1.2226701666e-06,-6.8517862177e-07
23.16581462,8945.6941,1.2180201742e-06,-6.8254976413e-07
23.17261421,8948.3198,1.2133880221e-06,-6.7993105308e-07
23.17941380,8950.9455,1.2087736420e-06,-6.7732244928e-07
23.18621340,8953.5713,1.2041769654e-06,-6.7472391337e-07
23.19301299,8956.1970,1.1995979237e-06,-6.7213540600e-07
23.19981258,8958.8227,1.1950364485e-06,-6.6955688786e-07
23.20661218,8961.4484,1.1904924722e-06,-6.6698832003e-07
23.21341177,8964.0742,1.1859659275e-06,-6.6442966392e-07
23.22021136,8966.6999,1.1814567472e-06,-6.6188088096e-07
23.22701095,8969.3256,1.1769648643e-06,-6.5934193256e-07
23.23381055,8971.9513,1.1724902116e-06,-6.5681278017e-07
23.24061014,8974.5771,1.1680327228e-06,-6.5429338563e-07
23.24740973,8977.2028,1.1635923318e-06,-6.5178371111e-07
23.25420933,8979.8285,1.1591689729e-06,-6.4928371878e-07
23.26100892,8982.4542,1.1547625802e-06,-6.4679337082e-07
23.26780851,8985.0800,1.1503730880e-06,-6.4431262942e-07
23.27460811,8987.7057,1.1460004310e-06,-6.4184145718e-07
23.28140770,8990.3314,1.1416445447e-06,-6.3937981698e-07
23.28820729,8992.9571,1.1373053644e-06,-6.3692767176e-07
23.29500688,8995.5829,1.1329828257e-06,-6.3448498441e-07
23.30180648,8998.2086,1.1286768639e-06,-6.3205171788e-07
23.30860607,9000.8343,1.1243874153e-06,-6.2962783547e-07
23.31540566,9003.4600,1.1201144164e-06,-6.2721330082e-07
23.32220526,9006.0858,1.1158578038e-06,-6.2480807756e-07
23.32900485,9008.7115,1.1116175144e-06,-6.2241212933e-07
23.33580444,9011.3372,1.1073934848e-06,-6.2002541979e-07
23.34260404,9013.9630,1.1031856523e-06,-6.1764791296e-07
23.34940363,9016.5887,1.0989939548e-06,-6.1527957318e-07
23.35620322,9019.2144,1.0948183302e-06,-6.1292036480e-07
23.36300281,9021.8401,1.0906587165e-06,-6.1057025216e-07
23.36980241,9024.4659,1.0865150515e-06,-6.0822919962e-07
23.37660200,9027.0916,1.0823872737e-06,-6.0589717193e-07
23.38340159,9029.7173,1.0782753224e-06,-6.0357413410e-07
23.39020119,9032.3430,1.0741791365e-06,-6.0126005118e-07
23.39700078,9034.9688,1.0700986553e-06,-5.9895488821e-07
23.40380037,9037.5945,1.0660338177e-06,-5.9665861025e-07
23.41059997,9040.2202,1.0619845635e-06,-5.9437118272e-07
23.41739956,9042.8459,1.0579508331e-06,-5.9209257133e-07
23.42419915,9045.4717,1.0539325666e-06,-5.8982274180e-07
23.43099875,9048.0974,1.0499297044e-06,-5.8756165985e-07
23.43779834,9050.7231,1.0459421868e-06,-5.8530929123e-07
23.44459793,9053.3488,1.0419699546e-06,-5.8306560203e-07
23.45139752,9055.9746,1.0380129493e-06,-5.8083055862e-07
23.45819712,9058.6003,1.0340711122e-06,-5.7860412739e-07
23.46499671,9061.2260,1.0301443850e-06,-5.7638627474e-07
23.47179630,9063.8517,1.0262327089e-06,-5.7417696707e-07
23.47859590,9066.4775,1.0223360261e-06,-5.7197617114e-07
23.48539549,9069.1032,1.0184542790e-06,-5.6978385398e-07
23.49219508,9071.7289,1.0145874103e-06,-5.6759998263e-07
23.49899468,9074.3546,1.0107353625e-06,-5.6542452414e-07
23.50579427,9076.9804,1.0068980782e-06,-5.6325744557e-07
23.51259386,9079.6061,1.0030755006e-06,-5.6109871432e-07
23.51939345,9082.2318,9.9926757329e-07,-5.5894829806e-07
23.52619305,9084.8576,9.9547423996e-07,-5.5680616449e-07
23.53299264,9087.4833,9.9169544430e-07,-5.5467228129e-07
23.53979223,9090.1090,9.8793112999e-07,-5.5254661616e-07
23.54659183,9092.7347,9.8418124130e-07,-5.5042913714e-07
23.55339142,9095.3605,9.8044572298e-07,-5.4831981252e-07
23.56019101,9097.9862,9.7672451978e-07,-5.4621861063e-07
23.56699061,9100.6119,9.7301757645e-07,-5.4412549979e-07
23.57379020,9103.2376,9.6932483781e-07,-5.4204044832e-07
23.58058979,9105.8634,9.6564624916e-07,-5.3996342488e-07
23.58738938,9108.4891,9.6198175632e-07,-5.3789439839e-07
23.59418898,9111.1148,9.5833130513e-07,-5.3583333778e-07
23.60098857,9113.7405,9.5469484140e-07,-5.3378021199e-07
23.60778816,9116.3663,9.5107231100e-07,-5.3173498997e-07
23.61458776,9118.9920,9.4746366031e-07,-5.2969764098e-07
23.62138735,9121.6177,9.4386883618e-07,-5.2766813454e-07
23.62818694,9124.2434,9.4028778549e-07,-5.2564644019e-07
23.63498654,9126.8692,9.3672045512e-07,-5.2363252747e-07
23.64178613,9129.4949,9.3316679196e-07,-5.2162636595e-07
23.64858572,9132.1206,9.2962674343e-07,-5.1962792546e-07
23.65538531,9134.7463,9.2610025742e-07,-5.1763717614e-07
23.66218491,9137.3721,9.2258728182e-07,-5.1565408811e-07
23.66898450,9139.9978,9.1908776454e-07,-5.1367863151e-07
23.67578409,9142.6235,9.1560165351e-07,-5.1171077648e-07
23.68258369,9145.2492,9.1212889715e-07,-5.0975049346e-07
23.68938328,9147.8750,9.0866944435e-07,-5.0779775316e-07
