# M6 v11 canonical neutral chaoiton profile beta(r)
# ODE: beta'' + (2/r)beta' - (2/r^2)beta + lambda*beta + 4g*beta^3 = 0
"# g = 1.0, lambda = -0.26469686, m_J_raw = sqrt(-lambda) = 0.51448699"
"# eta = 0.42511430, H/Q_spherical = 2.11756090"
"# m_chi = 0.460004 MeV, m_J = 0.618427 MeV, C = 770.16 MeV*fm"
# natural length unit R_phys = hbar*c/m_e = 386.1593 fm
r_natural,r_fm,beta_natural,dbeta_dr_natural
6.35722069,2454.8997,3.0412774950e-02,-2.1505849434e-02
6.36402028,2457.5254,3.0266917915e-02,-2.1395941713e-02
6.37081987,2460.1512,3.0121806170e-02,-2.1286638615e-02
6.37761947,2462.7769,2.9977435617e-02,-2.1177936543e-02
6.38441906,2465.4026,2.9833802153e-02,-2.1069831901e-02
6.39121865,2468.0283,2.9690901705e-02,-2.0962321116e-02
6.39801825,2470.6541,2.9548730275e-02,-2.0855400688e-02
6.40481784,2473.2798,2.9407283883e-02,-2.0749067135e-02
6.41161743,2475.9055,2.9266558551e-02,-2.0643316974e-02
6.41841703,2478.5312,2.9126550296e-02,-2.0538146719e-02
6.42521662,2481.1570,2.8987255164e-02,-2.0433552912e-02
6.43201621,2483.7827,2.8848669275e-02,-2.0329532161e-02
6.43881580,2486.4084,2.8710788766e-02,-2.0226081095e-02
6.44561540,2489.0341,2.8573609773e-02,-2.0123196338e-02
6.45241499,2491.6599,2.8437128433e-02,-2.0020874517e-02
6.45921458,2494.2856,2.8301340906e-02,-1.9919112278e-02
6.46601418,2496.9113,2.8166243425e-02,-1.9817906340e-02
6.47281377,2499.5370,2.8031832241e-02,-1.9717253435e-02
6.47961336,2502.1628,2.7898103602e-02,-1.9617150293e-02
6.48641296,2504.7885,2.7765053759e-02,-1.9517593647e-02
6.49321255,2507.4142,2.7632678982e-02,-1.9418580250e-02
6.50001214,2510.0399,2.7500975616e-02,-1.9320106921e-02
6.50681173,2512.6657,2.7369940021e-02,-1.9222170494e-02
6.51361133,2515.2914,2.7239568554e-02,-1.9124767805e-02
6.52041092,2517.9171,2.7109857575e-02,-1.9027895686e-02
6.52721051,2520.5429,2.6980803464e-02,-1.8931550993e-02
6.53401011,2523.1686,2.6852402671e-02,-1.8835730644e-02
6.54080970,2525.7943,2.6724651661e-02,-1.8740431573e-02
6.54760929,2528.4200,2.6597546900e-02,-1.8645650714e-02
6.55440889,2531.0458,2.6471084852e-02,-1.8551384999e-02
6.56120848,2533.6715,2.6345262002e-02,-1.8457631380e-02
6.56800807,2536.2972,2.6220074905e-02,-1.8364386873e-02
6.57480766,2538.9229,2.6095520126e-02,-1.8271648508e-02
6.58160726,2541.5487,2.5971594235e-02,-1.8179413314e-02
6.58840685,2544.1744,2.5848293799e-02,-1.8087678318e-02
6.59520644,2546.8001,2.5725615405e-02,-1.7996440570e-02
6.60200604,2549.4258,2.5603555706e-02,-1.7905697177e-02
6.60880563,2552.0516,2.5482111369e-02,-1.7815445260e-02
6.61560522,2554.6773,2.5361279061e-02,-1.7725681943e-02
6.62240482,2557.3030,2.5241055451e-02,-1.7636404346e-02
6.62920441,2559.9287,2.5121437222e-02,-1.7547609609e-02
6.63600400,2562.5545,2.5002421126e-02,-1.7459294929e-02
6.64280360,2565.1802,2.4884003926e-02,-1.7371457519e-02
6.64960319,2567.8059,2.4766182385e-02,-1.7284094590e-02
6.65640278,2570.4316,2.4648953268e-02,-1.7197203354e-02
6.66320237,2573.0574,2.4532313354e-02,-1.7110781037e-02
6.67000197,2575.6831,2.4416259489e-02,-1.7024824926e-02
6.67680156,2578.3088,2.4300788528e-02,-1.6939332318e-02
6.68360115,2580.9345,2.4185897329e-02,-1.6854300513e-02
6.69040075,2583.5603,2.4071582749e-02,-1.6769726807e-02
6.69720034,2586.1860,2.3957841662e-02,-1.6685608516e-02
6.70399993,2588.8117,2.3844671002e-02,-1.6601943007e-02
6.71079953,2591.4375,2.3732067716e-02,-1.6518727663e-02
6.71759912,2594.0632,2.3620028752e-02,-1.6435959867e-02
6.72439871,2596.6889,2.3508551058e-02,-1.6353637000e-02
6.73119830,2599.3146,2.3397631598e-02,-1.6271756459e-02
6.73799790,2601.9404,2.3287267392e-02,-1.6190315695e-02
6.74479749,2604.5661,2.3177455478e-02,-1.6109312171e-02
6.75159708,2607.1918,2.3068192889e-02,-1.6028743350e-02
6.75839668,2609.8175,2.2959476661e-02,-1.5948606695e-02
6.76519627,2612.4433,2.2851303846e-02,-1.5868899684e-02
6.77199586,2615.0690,2.2743671549e-02,-1.5789619845e-02
6.77879546,2617.6947,2.2636576892e-02,-1.5710764722e-02
6.78559505,2620.3204,2.2530016994e-02,-1.5632331854e-02
6.79239464,2622.9462,2.2423988976e-02,-1.5554318784e-02
6.79919423,2625.5719,2.2318489974e-02,-1.5476723067e-02
6.80599383,2628.1976,2.2213517175e-02,-1.5399542308e-02
6.81279342,2630.8233,2.2109067784e-02,-1.5322774125e-02
6.81959301,2633.4491,2.2005139003e-02,-1.5246416135e-02
6.82639261,2636.0748,2.1901728035e-02,-1.5170465955e-02
6.83319220,2638.7005,2.1798832096e-02,-1.5094921217e-02
6.83999179,2641.3262,2.1696448456e-02,-1.5019779599e-02
6.84679139,2643.9520,2.1594574398e-02,-1.4945038791e-02
6.85359098,2646.5777,2.1493207203e-02,-1.4870696485e-02
6.86039057,2649.2034,2.1392344156e-02,-1.4796750372e-02
6.86719016,2651.8291,2.1291982550e-02,-1.4723198154e-02
6.87398976,2654.4549,2.1192119734e-02,-1.4650037583e-02
6.88078935,2657.0806,2.1092753068e-02,-1.4577266419e-02
6.88758894,2659.7063,2.0993879912e-02,-1.4504882424e-02
6.89438854,2662.3320,2.0895497624e-02,-1.4432883361e-02
6.90118813,2664.9578,2.0797603579e-02,-1.4361267003e-02
6.90798772,2667.5835,2.0700195198e-02,-1.4290031169e-02
6.91478732,2670.2092,2.0603269917e-02,-1.4219173690e-02
6.92158691,2672.8350,2.0506825170e-02,-1.4148692396e-02
6.92838650,2675.4607,2.0410858391e-02,-1.4078585117e-02
6.93518609,2678.0864,2.0315367030e-02,-1.4008849695e-02
6.94198569,2680.7121,2.0220348579e-02,-1.3939484016e-02
6.94878528,2683.3379,2.0125800548e-02,-1.3870485977e-02
6.95558487,2685.9636,2.0031720443e-02,-1.3801853475e-02
6.96238447,2688.5893,1.9938105773e-02,-1.3733584406e-02
6.96918406,2691.2150,1.9844954056e-02,-1.3665676679e-02
6.97598365,2693.8408,1.9752262858e-02,-1.3598128242e-02
6.98278325,2696.4665,1.9660029758e-02,-1.3530937059e-02
6.98958284,2699.0922,1.9568252334e-02,-1.3464101088e-02
6.99638243,2701.7179,1.9476928164e-02,-1.3397618293e-02
7.00318202,2704.3437,1.9386054836e-02,-1.3331486644e-02
7.00998162,2706.9694,1.9295629985e-02,-1.3265704153e-02
7.01678121,2709.5951,1.9205651258e-02,-1.3200268844e-02
7.02358080,2712.2208,1.9116116302e-02,-1.3135178740e-02
7.03038040,2714.8466,1.9027022762e-02,-1.3070431865e-02
7.03717999,2717.4723,1.8938368295e-02,-1.3006026251e-02
7.04397958,2720.0980,1.8850150603e-02,-1.2941959972e-02
7.05077918,2722.7237,1.8762367398e-02,-1.2878231110e-02
7.05757877,2725.3495,1.8675016392e-02,-1.2814837749e-02
7.06437836,2727.9752,1.8588095299e-02,-1.2751777973e-02
7.07117795,2730.6009,1.8501601841e-02,-1.2689049874e-02
7.07797755,2733.2266,1.8415533783e-02,-1.2626651584e-02
7.08477714,2735.8524,1.8329888902e-02,-1.2564581243e-02
7.09157673,2738.4781,1.8244664976e-02,-1.2502836994e-02
7.09837633,2741.1038,1.8159859781e-02,-1.2441416978e-02
7.10517592,2743.7296,1.8075471103e-02,-1.2380319346e-02
7.11197551,2746.3553,1.7991496770e-02,-1.2319542285e-02
7.11877511,2748.9810,1.7907934622e-02,-1.2259083993e-02
7.12557470,2751.6067,1.7824782497e-02,-1.2198942667e-02
7.13237429,2754.2325,1.7742038235e-02,-1.2139116507e-02
7.13917388,2756.8582,1.7659699685e-02,-1.2079603718e-02
7.14597348,2759.4839,1.7577764733e-02,-1.2020402542e-02
7.15277307,2762.1096,1.7496231281e-02,-1.1961511232e-02
7.15957266,2764.7354,1.7415097228e-02,-1.1902928040e-02
7.16637226,2767.3611,1.7334360472e-02,-1.1844651218e-02
7.17317185,2769.9868,1.7254018923e-02,-1.1786679027e-02
7.17997144,2772.6125,1.7174070528e-02,-1.1729009761e-02
7.18677104,2775.2383,1.7094513244e-02,-1.1671641726e-02
7.19357063,2777.8640,1.7015345031e-02,-1.1614573228e-02
7.20037022,2780.4897,1.6936563845e-02,-1.1557802570e-02
7.20716982,2783.1154,1.6858167654e-02,-1.1501328065e-02
7.21396941,2785.7412,1.6780154461e-02,-1.1445148060e-02
7.22076900,2788.3669,1.6702522282e-02,-1.1389260911e-02
7.22756859,2790.9926,1.6625269132e-02,-1.1333664974e-02
7.23436819,2793.6183,1.6548393025e-02,-1.1278358605e-02
7.24116778,2796.2441,1.6471891984e-02,-1.1223340167e-02
7.24796737,2798.8698,1.6395764069e-02,-1.1168608055e-02
7.25476697,2801.4955,1.6320007350e-02,-1.1114160676e-02
7.26156656,2804.1212,1.6244619897e-02,-1.1059996434e-02
7.26836615,2806.7470,1.6169599779e-02,-1.1006113735e-02
7.27516575,2809.3727,1.6094945076e-02,-1.0952510991e-02
7.28196534,2811.9984,1.6020653899e-02,-1.0899186646e-02
7.28876493,2814.6242,1.5946724372e-02,-1.0846139153e-02
7.29556452,2817.2499,1.5873154618e-02,-1.0793366965e-02
7.30236412,2819.8756,1.5799942762e-02,-1.0740868535e-02
7.30916371,2822.5013,1.5727086934e-02,-1.0688642323e-02
7.31596330,2825.1271,1.5654585298e-02,-1.0636686818e-02
7.32276290,2827.7528,1.5582436031e-02,-1.0585000521e-02
7.32956249,2830.3785,1.5510637308e-02,-1.0533581931e-02
7.33636208,2833.0042,1.5439187303e-02,-1.0482429546e-02
7.34316168,2835.6300,1.5368084200e-02,-1.0431541873e-02
7.34996127,2838.2557,1.5297326214e-02,-1.0380917446e-02
7.35676086,2840.8814,1.5226911570e-02,-1.0330554809e-02
7.36356045,2843.5071,1.5156838494e-02,-1.0280452507e-02
7.37036005,2846.1329,1.5087105212e-02,-1.0230609083e-02
7.37715964,2848.7586,1.5017709956e-02,-1.0181023088e-02
7.38395923,2851.3843,1.4948650991e-02,-1.0131693099e-02
7.39075883,2854.0100,1.4879926591e-02,-1.0082617705e-02
7.39755842,2856.6358,1.4811535030e-02,-1.0033795492e-02
7.40435801,2859.2615,1.4743474583e-02,-9.9852250486e-03
7.41115761,2861.8872,1.4675743532e-02,-9.9369049667e-03
7.41795720,2864.5129,1.4608340186e-02,-9.8888338672e-03
7.42475679,2867.1387,1.4541262870e-02,-9.8410103793e-03
7.43155638,2869.7644,1.4474509904e-02,-9.7934331323e-03
7.43835598,2872.3901,1.4408079610e-02,-9.7461007555e-03
7.44515557,2875.0158,1.4341970317e-02,-9.6990118833e-03
7.45195516,2877.6416,1.4276180382e-02,-9.6521651771e-03
7.45875476,2880.2673,1.4210708172e-02,-9.6055593067e-03
7.46555435,2882.8930,1.4145552057e-02,-9.5591929419e-03
7.47235394,2885.5187,1.4080710403e-02,-9.5130647525e-03
7.47915354,2888.1445,1.4016181585e-02,-9.4671734134e-03
7.48595313,2890.7702,1.3951964004e-02,-9.4215176253e-03
7.49275272,2893.3959,1.3888056074e-02,-9.3760960973e-03
7.49955231,2896.0217,1.3824456207e-02,-9.3309075385e-03
7.50635191,2898.6474,1.3761162815e-02,-9.2859506579e-03
7.51315150,2901.2731,1.3698174317e-02,-9.2412241696e-03
7.51995109,2903.8988,1.3635489157e-02,-9.1967268123e-03
7.52675069,2906.5246,1.3573105793e-02,-9.1524573332e-03
7.53355028,2909.1503,1.3511022679e-02,-9.1084144794e-03
7.54034987,2911.7760,1.3449238272e-02,-9.0645969981e-03
7.54714947,2914.4017,1.3387751033e-02,-9.0210036409e-03
7.55394906,2917.0275,1.3326559449e-02,-8.9776331836e-03
7.56074865,2919.6532,1.3265662018e-02,-8.9344844103e-03
7.56754824,2922.2789,1.3205057239e-02,-8.8915561049e-03
7.57434784,2924.9046,1.3144743608e-02,-8.8488470512e-03
7.58114743,2927.5304,1.3084719630e-02,-8.8063560376e-03
7.58794702,2930.1561,1.3024983832e-02,-8.7640818758e-03
7.59474662,2932.7818,1.2965534753e-02,-8.7220233854e-03
7.60154621,2935.4075,1.2906370932e-02,-8.6801793859e-03
7.60834580,2938.0333,1.2847490908e-02,-8.6385486969e-03
7.61514540,2940.6590,1.2788893223e-02,-8.5971301421e-03
7.62194499,2943.2847,1.2730576446e-02,-8.5559225679e-03
7.62874458,2945.9104,1.2672539156e-02,-8.5149248285e-03
7.63554417,2948.5362,1.2614779931e-02,-8.4741357779e-03
7.64234377,2951.1619,1.2557297349e-02,-8.4335542702e-03
7.64914336,2953.7876,1.2500089992e-02,-8.3931791635e-03
7.65594295,2956.4133,1.2443156468e-02,-8.3530093377e-03
7.66274255,2959.0391,1.2386495394e-02,-8.3130436804e-03
7.66954214,2961.6648,1.2330105386e-02,-8.2732810792e-03
7.67634173,2964.2905,1.2273985060e-02,-8.2337204214e-03
7.68314133,2966.9163,1.2218133037e-02,-8.1943605986e-03
7.68994092,2969.5420,1.2162547962e-02,-8.1552005230e-03
7.69674051,2972.1677,1.2107228490e-02,-8.1162391148e-03
7.70354011,2974.7934,1.2052173274e-02,-8.0774752937e-03
7.71033970,2977.4192,1.1997380967e-02,-8.0389079797e-03
7.71713929,2980.0449,1.1942850228e-02,-8.0005360963e-03
7.72393888,2982.6706,1.1888579737e-02,-7.9623585875e-03
7.73073848,2985.2963,1.1834568186e-02,-7.9243744046e-03
7.73753807,2987.9221,1.1780814264e-02,-7.8865824989e-03
7.74433766,2990.5478,1.1727316661e-02,-7.8489818217e-03
7.75113726,2993.1735,1.1674074072e-02,-7.8115713276e-03
7.75793685,2995.7992,1.1621085211e-02,-7.7743499912e-03
7.76473644,2998.4250,1.1568348806e-02,-7.7373167941e-03
7.77153604,3001.0507,1.1515863581e-02,-7.7004707180e-03
7.77833563,3003.6764,1.1463628261e-02,-7.6638107447e-03
7.78513522,3006.3021,1.1411641576e-02,-7.6273358589e-03
7.79193481,3008.9279,1.1359902275e-02,-7.5910450649e-03
7.79873441,3011.5536,1.1308409120e-02,-7.5549373736e-03
7.80553400,3014.1793,1.1257160868e-02,-7.5190117962e-03
7.81233359,3016.8050,1.1206156279e-02,-7.4832673439e-03
7.81913319,3019.4308,1.1155394117e-02,-7.4477030307e-03
7.82593278,3022.0565,1.1104873165e-02,-7.4123178895e-03
7.83273237,3024.6822,1.1054592216e-02,-7.3771109598e-03
7.83953197,3027.3079,1.1004550063e-02,-7.3420812813e-03
7.84633156,3029.9337,1.0954745498e-02,-7.3072278935e-03
7.85313115,3032.5594,1.0905177316e-02,-7.2725498392e-03
7.85993074,3035.1851,1.0855844335e-02,-7.2380461787e-03
7.86673034,3037.8109,1.0806745380e-02,-7.2037159793e-03
7.87352993,3040.4366,1.0757879275e-02,-7.1695583082e-03
7.88032952,3043.0623,1.0709244844e-02,-7.1355722327e-03
7.88712912,3045.6880,1.0660840916e-02,-7.1017568228e-03
7.89392871,3048.3138,1.0612666338e-02,-7.0681111660e-03
7.90072830,3050.9395,1.0564719968e-02,-7.0346343563e-03
7.90752790,3053.5652,1.0517000660e-02,-7.0013254875e-03
7.91432749,3056.1909,1.0469507271e-02,-6.9681836539e-03
7.92112708,3058.8167,1.0422238660e-02,-6.9352079521e-03
7.92792667,3061.4424,1.0375193705e-02,-6.9023974954e-03
7.93472627,3064.0681,1.0328371293e-02,-6.8697514040e-03
7.94152586,3066.6938,1.0281770311e-02,-6.8372687977e-03
7.94832545,3069.3196,1.0235389644e-02,-6.8049487964e-03
7.95512505,3071.9453,1.0189228182e-02,-6.7727905228e-03
7.96192464,3074.5710,1.0143284833e-02,-6.7407931155e-03
7.96872423,3077.1967,1.0097558513e-02,-6.7089557196e-03
7.97552383,3079.8225,1.0052048138e-02,-6.6772774803e-03
7.98232342,3082.4482,1.0006752625e-02,-6.6457575425e-03
7.98912301,3085.0739,9.9616708906e-03,-6.6143950539e-03
7.99592260,3087.6996,9.9168018732e-03,-6.5831891775e-03
8.00272220,3090.3254,9.8721445171e-03,-6.5521390830e-03
8.00952179,3092.9511,9.8276977669e-03,-6.5212439397e-03
8.01632138,3095.5768,9.7834605671e-03,-6.4905029171e-03
8.02312098,3098.2025,9.7394318649e-03,-6.4599151870e-03
8.02992057,3100.8283,9.6956106256e-03,-6.4294799364e-03
8.03672016,3103.4540,9.6519958215e-03,-6.3991963581e-03
8.04351976,3106.0797,9.6085864250e-03,-6.3690636455e-03
8.05031935,3108.7054,9.5653814085e-03,-6.3390809915e-03
8.05711894,3111.3312,9.5223797471e-03,-6.3092475914e-03
8.06391853,3113.9569,9.4795804331e-03,-6.2795626551e-03
8.07071813,3116.5826,9.4369824659e-03,-6.2500253987e-03
8.07751772,3119.2084,9.3945848450e-03,-6.2206350380e-03
8.08431731,3121.8341,9.3523865699e-03,-6.1913907890e-03
8.09111691,3124.4598,9.3103866425e-03,-6.1622918699e-03
8.09791650,3127.0855,9.2685840817e-03,-6.1333375128e-03
8.10471609,3129.7113,9.2269779131e-03,-6.1045269559e-03
8.11151569,3132.3370,9.1855671626e-03,-6.0758594373e-03
8.11831528,3134.9627,9.1443508559e-03,-6.0473341952e-03
8.12511487,3137.5884,9.1033280212e-03,-6.0189504698e-03
8.13191446,3140.2142,9.0624977029e-03,-5.9907075149e-03
8.13871406,3142.8399,9.0218589523e-03,-5.9626045901e-03
8.14551365,3145.4656,8.9814108208e-03,-5.9346409552e-03
8.15231324,3148.0913,8.9411523597e-03,-5.9068158697e-03
8.15911284,3150.7171,8.9010826226e-03,-5.8791285954e-03
8.16591243,3153.3428,8.8612006789e-03,-5.8515784069e-03
8.17271202,3155.9685,8.8215056048e-03,-5.8241645848e-03
8.17951162,3158.5942,8.7819964764e-03,-5.7968864097e-03
8.18631121,3161.2200,8.7426723699e-03,-5.7697431620e-03
8.19311080,3163.8457,8.7035323636e-03,-5.7427341241e-03
8.19991040,3166.4714,8.6645755513e-03,-5.7158585911e-03
8.20670999,3169.0971,8.6258010330e-03,-5.6891158638e-03
8.21350958,3171.7229,8.5872079093e-03,-5.6625052429e-03
8.22030917,3174.3486,8.5487952804e-03,-5.6360260292e-03
8.22710877,3176.9743,8.5105622486e-03,-5.6096775250e-03
8.23390836,3179.6000,8.4725079313e-03,-5.5834590454e-03
8.24070795,3182.2258,8.4346314520e-03,-5.5573699106e-03
8.24750755,3184.8515,8.3969319347e-03,-5.5314094410e-03
8.25430714,3187.4772,8.3594085031e-03,-5.5055769569e-03
8.26110673,3190.1030,8.3220602830e-03,-5.4798717804e-03
8.26790633,3192.7287,8.2848864144e-03,-5.4542932454e-03
8.27470592,3195.3544,8.2478860439e-03,-5.4288406912e-03
8.28150551,3197.9801,8.2110583181e-03,-5.4035134573e-03
8.28830510,3200.6059,8.1744023836e-03,-5.3783108830e-03
8.29510470,3203.2316,8.1379173888e-03,-5.3532323092e-03
8.30190429,3205.8573,8.1016024961e-03,-5.3282770885e-03
8.30870388,3208.4830,8.0654568744e-03,-5.3034445787e-03
8.31550348,3211.1088,8.0294796922e-03,-5.2787341375e-03
8.32230307,3213.7345,7.9936701184e-03,-5.2541451228e-03
8.32910266,3216.3602,7.9580273235e-03,-5.2296768939e-03
8.33590226,3218.9859,7.9225504915e-03,-5.2053288213e-03
8.34270185,3221.6117,7.8872388127e-03,-5.1811002806e-03
8.34950144,3224.2374,7.8520914775e-03,-5.1569906476e-03
8.35630103,3226.8631,7.8171076760e-03,-5.1329992980e-03
8.36310063,3229.4888,7.7822866004e-03,-5.1091256088e-03
8.36990022,3232.1146,7.7476274557e-03,-5.0853689681e-03
8.37669981,3234.7403,7.7131294531e-03,-5.0617287688e-03
8.38349941,3237.3660,7.6787918039e-03,-5.0382044041e-03
8.39029900,3239.9917,7.6446137194e-03,-5.0147952668e-03
8.39709859,3242.6175,7.6105944124e-03,-4.9915007516e-03
8.40389819,3245.2432,7.5767331084e-03,-4.9683202631e-03
8.41069778,3247.8689,7.5430290391e-03,-4.9452532113e-03
8.41749737,3250.4946,7.5094814361e-03,-4.9222990061e-03
8.42429696,3253.1204,7.4760895310e-03,-4.8994570573e-03
8.43109656,3255.7461,7.4428525570e-03,-4.8767267760e-03
8.43789615,3258.3718,7.4097697595e-03,-4.8541075837e-03
8.44469574,3260.9976,7.3768403900e-03,-4.8315989064e-03
8.45149534,3263.6233,7.3440636998e-03,-4.8092001704e-03
8.45829493,3266.2490,7.3114389403e-03,-4.7869108018e-03
8.46509452,3268.8747,7.2789653646e-03,-4.7647302281e-03
8.47189412,3271.5005,7.2466422374e-03,-4.7426578866e-03
8.47869371,3274.1262,7.2144688293e-03,-4.7206932191e-03
8.48549330,3276.7519,7.1824444110e-03,-4.6988356679e-03
8.49229289,3279.3776,7.1505682532e-03,-4.6770846748e-03
8.49909249,3282.0034,7.1188396281e-03,-4.6554396832e-03
8.50589208,3284.6291,7.0872578192e-03,-4.6339001456e-03
8.51269167,3287.2548,7.0558221159e-03,-4.6124655195e-03
8.51949127,3289.8805,7.0245318076e-03,-4.5911352623e-03
8.52629086,3292.5063,6.9933861837e-03,-4.5699088314e-03
8.53309045,3295.1320,6.9623845350e-03,-4.5487856853e-03
8.53989005,3297.7577,6.9315261635e-03,-4.5277652917e-03
8.54668964,3300.3834,6.9008103766e-03,-4.5068471229e-03
8.55348923,3303.0092,6.8702364821e-03,-4.4860306512e-03
8.56028882,3305.6349,6.8398037875e-03,-4.4653153489e-03
8.56708842,3308.2606,6.8095116017e-03,-4.4447006894e-03
8.57388801,3310.8863,6.7793592446e-03,-4.4241861550e-03
8.58068760,3313.5121,6.7493460413e-03,-4.4037712323e-03
8.58748720,3316.1378,6.7194713172e-03,-4.3834554083e-03
8.59428679,3318.7635,6.6897343977e-03,-4.3632381696e-03
8.60108638,3321.3892,6.6601346092e-03,-4.3431190041e-03
8.60788598,3324.0150,6.6306712889e-03,-4.3230974081e-03
8.61468557,3326.6407,6.6013437793e-03,-4.3031728825e-03
8.62148516,3329.2664,6.5721514229e-03,-4.2833449280e-03
8.62828475,3331.8921,6.5430935623e-03,-4.2636130455e-03
8.63508435,3334.5179,6.5141695411e-03,-4.2439767369e-03
8.64188394,3337.1436,6.4853787134e-03,-4.2244355121e-03
8.64868353,3339.7693,6.4567204384e-03,-4.2049888855e-03
8.65548313,3342.3951,6.4281940753e-03,-4.1856363718e-03
8.66228272,3345.0208,6.3997989836e-03,-4.1663774853e-03
8.66908231,3347.6465,6.3715345235e-03,-4.1472117413e-03
8.67588191,3350.2722,6.3434000655e-03,-4.1281386634e-03
8.68268150,3352.8980,6.3153949851e-03,-4.1091577790e-03
8.68948109,3355.5237,6.2875186579e-03,-4.0902686160e-03
8.69628069,3358.1494,6.2597704594e-03,-4.0714707020e-03
8.70308028,3360.7751,6.2321497664e-03,-4.0527635656e-03
8.70987987,3363.4009,6.2046559651e-03,-4.0341467430e-03
8.71667946,3366.0266,6.1772884470e-03,-4.0156197748e-03
8.72347906,3368.6523,6.1500466034e-03,-3.9971822015e-03
8.73027865,3371.2780,6.1229298258e-03,-3.9788335637e-03
8.73707824,3373.9038,6.0959375068e-03,-3.9605734025e-03
8.74387784,3376.5295,6.0690690480e-03,-3.9424012671e-03
8.75067743,3379.1552,6.0423238564e-03,-3.9243167102e-03
8.75747702,3381.7809,6.0157013387e-03,-3.9063192849e-03
8.76427662,3384.4067,5.9892009019e-03,-3.8884085441e-03
8.77107621,3387.0324,5.9628219539e-03,-3.8705840417e-03
8.77787580,3389.6581,5.9365639114e-03,-3.8528453387e-03
8.78467539,3392.2838,5.9104261963e-03,-3.8351920001e-03
8.79147499,3394.9096,5.8844082305e-03,-3.8176235910e-03
8.79827458,3397.5353,5.8585094359e-03,-3.8001396766e-03
8.80507417,3400.1610,5.8327292353e-03,-3.7827398226e-03
8.81187377,3402.7867,5.8070670602e-03,-3.7654236019e-03
8.81867336,3405.4125,5.7815223472e-03,-3.7481905913e-03
8.82547295,3408.0382,5.7560945325e-03,-3.7310403677e-03
8.83227255,3410.6639,5.7307830528e-03,-3.7139725078e-03
8.83907214,3413.2897,5.7055873455e-03,-3.6969865893e-03
8.84587173,3415.9154,5.6805068562e-03,-3.6800821965e-03
8.85267132,3418.5411,5.6555410358e-03,-3.6632589175e-03
8.85947092,3421.1668,5.6306893348e-03,-3.6465163407e-03
8.86627051,3423.7926,5.6059512040e-03,-3.6298540543e-03
8.87307010,3426.4183,5.5813260949e-03,-3.6132716472e-03
8.87986970,3429.0440,5.5568134673e-03,-3.5967687148e-03
8.88666929,3431.6697,5.5324127855e-03,-3.5803448565e-03
8.89346888,3434.2955,5.5081235141e-03,-3.5639996716e-03
8.90026848,3436.9212,5.4839451177e-03,-3.5477327594e-03
8.90706807,3439.5469,5.4598770615e-03,-3.5315437199e-03
8.91386766,3442.1726,5.4359188188e-03,-3.5154321594e-03
8.92066725,3444.7984,5.4120698676e-03,-3.4993976879e-03
8.92746685,3447.4241,5.3883296857e-03,-3.4834399155e-03
8.93426644,3450.0498,5.3646977513e-03,-3.4675584522e-03
8.94106603,3452.6755,5.3411735429e-03,-3.4517529089e-03
8.94786563,3455.3013,5.3177565470e-03,-3.4360229022e-03
8.95466522,3457.9270,5.2944462547e-03,-3.4203680527e-03
8.96146481,3460.5527,5.2712421569e-03,-3.4047879809e-03
8.96826441,3463.1784,5.2481437448e-03,-3.3892823074e-03
8.97506400,3465.8042,5.2251505102e-03,-3.3738506531e-03
8.98186359,3468.4299,5.2022619522e-03,-3.3584926452e-03
8.98866318,3471.0556,5.1794775747e-03,-3.3432079143e-03
8.99546278,3473.6813,5.1567968814e-03,-3.3279960911e-03
9.00226237,3476.3071,5.1342193762e-03,-3.3128568062e-03
9.00906196,3478.9328,5.1117445635e-03,-3.2977896908e-03
9.01586156,3481.5585,5.0893719550e-03,-3.2827943820e-03
9.02266115,3484.1843,5.0671010669e-03,-3.2678705201e-03
9.02946074,3486.8100,5.0449314155e-03,-3.2530177457e-03
9.03626034,3489.4357,5.0228625169e-03,-3.2382356994e-03
9.04305993,3492.0614,5.0008938879e-03,-3.2235240221e-03
9.04985952,3494.6872,4.9790250525e-03,-3.2088823605e-03
9.05665911,3497.3129,4.9572555389e-03,-3.1943103646e-03
9.06345871,3499.9386,4.9355848752e-03,-3.1798076845e-03
9.07025830,3502.5643,4.9140125899e-03,-3.1653739703e-03
9.07705789,3505.1901,4.8925382118e-03,-3.1510088726e-03
9.08385749,3507.8158,4.8711612766e-03,-3.1367120473e-03
9.09065708,3510.4415,4.8498813243e-03,-3.1224831538e-03
9.09745667,3513.0672,4.8286978948e-03,-3.1083218515e-03
9.10425627,3515.6930,4.8076105283e-03,-3.0942277998e-03
9.11105586,3518.3187,4.7866187652e-03,-3.0802006585e-03
9.11785545,3520.9444,4.7657221529e-03,-3.0662400927e-03
9.12465504,3523.5701,4.7449202428e-03,-3.0523457707e-03
9.13145464,3526.1959,4.7242125862e-03,-3.0385173610e-03
9.13825423,3528.8216,4.7035987347e-03,-3.0247545320e-03
9.14505382,3531.4473,4.6830782403e-03,-3.0110569526e-03
9.15185342,3534.0730,4.6626506614e-03,-2.9974242967e-03
9.15865301,3536.6988,4.6423155605e-03,-2.9838562413e-03
9.16545260,3539.3245,4.6220725002e-03,-2.9703524638e-03
9.17225220,3541.9502,4.6019210431e-03,-2.9569126413e-03
9.17905179,3544.5759,4.5818607524e-03,-2.9435364514e-03
